Province_State,Country_Region,Lat,Long_,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,5/21/20,5/22/20,5/23/20,5/24/20,5/25/20,5/26/20,5/27/20,5/28/20,5/29/20,5/30/20,5/31/20,6/1/20,6/2/20,6/3/20,6/4/20,6/5/20,6/6/20,6/7/20,6/8/20,6/9/20,6/10/20,6/11/20,6/12/20,6/13/20,6/14/20,6/15/20,6/16/20,6/17/20,6/18/20,6/19/20,6/20/20,6/21/20,6/22/20,6/23/20,6/24/20,6/25/20,6/26/20,6/27/20,6/28/20,6/29/20,6/30/20,7/1/20,7/2/20,7/3/20,7/4/20,7/5/20,7/6/20,7/7/20,7/8/20,7/9/20,7/10/20,7/11/20,7/12/20,7/13/20,7/14/20,7/15/20,7/16/20,7/17/20,7/18/20,7/19/20,7/20/20,7/21/20,7/22/20,7/23/20,7/24/20,7/25/20,7/26/20,7/27/20,7/28/20,7/29/20,7/30/20,7/31/20,8/1/20,8/2/20,8/3/20,8/4/20,8/5/20,8/6/20,8/7/20,8/8/20,8/9/20,8/10/20,8/11/20,8/12/20,8/13/20,8/14/20,8/15/20,8/16/20,8/17/20,8/18/20,8/19/20,8/20/20,8/21/20,8/22/20,8/23/20,8/24/20,8/25/20,8/26/20,8/27/20,8/28/20,8/29/20,8/30/20,8/31/20,9/1/20,9/2/20,9/3/20,9/4/20,9/5/20,9/6/20,9/7/20,9/8/20,9/9/20,9/10/20,9/11/20,9/12/20,9/13/20,9/14/20,9/15/20,9/16/20,9/17/20,9/18/20,9/19/20,9/20/20,9/21/20,9/22/20,9/23/20,9/24/20,9/25/20,9/26/20,9/27/20,9/28/20,9/29/20,9/30/20,10/1/20,10/2/20,10/3/20,10/4/20,10/5/20,10/6/20,10/7/20,10/8/20,10/9/20,10/10/20,10/11/20,10/12/20,10/13/20,10/14/20,10/15/20,10/16/20,10/17/20,10/18/20,10/19/20,10/20/20,10/21/20,10/22/20,10/23/20,10/24/20,10/25/20,10/26/20,10/27/20,10/28/20,10/29/20,10/30/20,10/31/20,11/1/20,11/2/20,11/3/20,11/4/20,11/5/20,11/6/20,11/7/20,11/8/20,11/9/20,11/10/20,11/11/20,11/12/20,11/13/20,11/14/20,11/15/20,11/16/20,11/17/20,11/18/20,11/19/20,11/20/20,11/21/20,11/22/20,11/23/20,11/24/20,11/25/20,11/26/20,11/27/20,11/28/20,11/29/20,11/30/20,12/1/20,12/2/20,12/3/20
Oregon,US,44,-120.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,3,3,6,14,14,14,19,24,30,32,39,39,66,75,88,114,137,161,191,209,266,316,414,479,548,606,690,736,826,899,999,1068,1132,1181,1239,1321,1371,1447,1527,1584,1633,1663,1736,1785,1844,1910,1956,2002,2059,2127,2177,2253,2311,2354,2385,2446,2510,2579,2635,2680,2759,2839,2916,2989,3068,3160,3228,3286,3358,3416,3479,3541,3612,3623,3687,3726,3801,3817,3864,3888,3927,3949,3967,4038,4086,4131,4185,4243,4302,4335,4399,4474,4570,4662,4808,4922,4988,5060,5237,5377,5535,5535,5820,6098,6218,6366,6572,6750,6937,7083,7274,7444,7568,7818,8094,8341,8485,8656,8931,9294,9636,9930,10230,10395,10605,10817,11188,11454,11851,12170,12438,12805,13081,13510,13802,14149,14579,14847,15139,15393,15713,16104,16104,16758,17088,17416,17721,18131,18492,18817,19097,19366,19699,19979,20225,20636,21010,21272,21488,21774,22022,22300,22613,23018,23262,23451,23676,23870,24165,24421,24710,24937,25155,25391,25571,25761,26054,26293,26554,26713,26946,27075,27336,27601,27856,28044,28190,28355,28471,28654,28865,29156,29337,29484,29662,29850,30060,30342,30599,30801,30995,31313,31503,31865,32314,32581,32820,32994,33291,33509,33862,34163,34511,34770,35049,35340,35634,36116,36526,36924,37262,37467,37780,38160,38525,38935,39316,39532,39794,40136,40443,40810,41348,41739,42101,42436,42808,43228,43793,44389,44921,45429,45978,46460,47049,47839,48608,49587,50448,51155,51909,52770,53879,54937,56018,56880,57646,58570,59669,60873,62175,63668,65170,66333,67333,68503,70006,70832,72506,74120,75431,76654,78160,79293
Pennsylvania,US,41.203323,-77.194527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,7,12,16,22,41,47,66,79,112,155,207,303,391,479,644,851,1127,1687,2218,2751,3419,4154,4961,6002,7264,8420,10415,11510,13127,14945,16743,18546,20340,21804,22920,24292,25465,26753,27735,29921,31731,32734,33914,35293,36892,37053,40149,41697,42708,43155,45016,45728,47999,49642,50915,52048,52922,53907,54898,56002,57471,58686,60056,60576,61425,62213,63220,64261,65307,65816,66674,67427,68151,69372,70331,71136,71681,72382,72876,73652,74318,75078,75794,76222,76739,77320,77878,78433,78920,79514,80004,80437,80961,81388,81936,82582,82991,83299,83689,84083,84399,84792,85293,85677,85983,86668,87284,87776,88338,88948,89488,89874,90555,91228,91864,92703,93418,93922,94305,95187,95986,96917,97634,98574,99229,99794,100378,101360,102361,103169,104172,104780,105384,106498,107460,108267,109153,110342,111121,111773,112995,114129,114984,115853,116787,117468,118038,118937,119765,120492,121294,122078,122666,123312,124269,125061,125963,126950,127774,128531,129075,129686,130286,130950,131736,132461,133160,133679,134246,134803,135323,135958,136824,137576,138137,138840,139591,140577,141578,142537,143301,143903,144658,145191,146125,146735,147744,148635,148635,150045,151081,151891,152814,153561,154261,154925,155731,156512,157382,158222,159052,159937,160769,161644,163220,164141,165078,166270,167201,168163,169127,170256,171550,172971,174352,175804,176820,177845,179674,180956,182502,184185,185670,186772,188409,189988,191347,193401,195659,197370,198756,201248,203521,205852,208087,210586,212816,214500,217243,220111,222883,225698,229346,232582,235162,239724,244046,248144,254167,260001,264396,269043,275257,280978,287464,294345,301373,307247,313788,320250,326615,333571,340998,349360,356243,361387,366971,372688,381342,392610
Rhode Island,US,41.700001,-71.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,3,3,3,3,5,5,12,18,18,19,21,32,43,60,73,87,112,128,147,175,216,247,311,416,494,567,667,729,829,967,1148,1355,1615,1886,2163,2563,2844,3130,3317,3579,3885,4272,4562,4846,5183,5559,5942,6321,6733,7140,7439,7713,7919,8251,8621,8971,9294,9486,9669,9959,10258,10598,10868,11097,11386,11576,11750,11974,12173,12405,12637,12884,13010,13145,13360,13544,13712,13918,14027,14110,14186,14344,14476,14606,14780,14889,14967,15060,15158,15257,15364,15463,15530,15581,15626,15690,15790,15878,15956,16005,16038,16113,16163,16214,16284,16343,16379,16409,16474,16555,16599,16649,16709,16746,16763,16802,16834,16913,16972,16997,17030,17056,17113,17160,17224,17274,17354,17390,17424,17485,17529,17629,17705,17784,17854,17911,17979,18087,18173,18288,18407,18515,18569,18707,18802,18956,19053,19142,19231,19293,19443,19542,19661,19781,19868,19959,19994,20107,20199,20300,20395,20493,20581,20651,20738,20832,20922,21061,21186,21270,21326,21403,21495,21623,21693,21780,21831,21879,21960,22026,22130,22203,22286,22328,22393,22419,22485,22587,22698,22795,22892,22946,23041,23165,23283,23437,23569,23681,23730,23824,23948,24075,24195,24338,24458,24492,24630,24815,25003,25170,25351,25482,25559,25719,25907,26150,26428,26625,26819,26906,27063,27270,27571,27825,28100,28411,28538,28862,29249,29721,30210,30669,31007,31216,31619,32072,32482,33010,33477,33961,34234,34689,35217,35851,36534,37226,37801,38123,38883,39864,40865,41676,42793,43531,44020,44690,46088,47101,48138,49428,50182,50664,51532,52469,53628,54095,55017,56072,56723,57906,59005,60722
South Carolina,US,33.836082,-81.163727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,7,10,12,13,19,28,33,47,60,81,127,175,197,302,346,429,461,545,668,784,937,1097,1310,1575,1723,1943,2077,2263,2451,2588,2831,3108,3252,3366,3488,3604,3708,3987,4144,4306,4439,4502,4673,4828,4986,5141,5327,5567,5692,5816,5964,6181,6346,6580,6719,6852,6937,7033,7242,7470,7636,7760,7901,8038,8142,8303,8524,8782,8939,9067,9183,9304,9511,9774,10035,10239,10322,10563,10773,10940,11288,11555,12029,12320,12591,12830,13189,13643,14112,14487,15008,15442,15980,16672,17411,18207,19059,19650,20271,20845,21851,22949,24120,25040,26062,26987,28289,29430,30761,32387,33787,35130,36910,38451,40258,42115,43995,45476,47030,48016,49595,51402,53154,55466,57442,58983,61235,63117,64981,66986,68560,70967,72446,74364,76093,77679,79708,81129,82337,83572,85288,87049,88799,90263,91868,93074,94253,95509,96809,98153,99595,100853,101842,102576,103561,104417,105365,106310,107366,107990,108452,109181,109930,110852,111925,112855,113558,114129,115079,115692,116204,117576,118892,119982,120659,121525,122191,123401,125053,126030,127749,128394,128775,129063,129873,130854,131799,133711,134538,135339,136000,137342,138214,139136,139604,140020,140789,141686,142707,143902,145273,145887,146455,147634,147942,148323,149185,150891,151582,152159,152970,153705,154755,155676,156621,157406,158055,158883,159809,161106,162253,163214,163990,164609,165493,166357,167485,168549,169341,170678,171501,172579,173491,174591,175594,176612,178023,178917,179952,180870,181639,182872,184742,185688,186391,187738,188995,190490,192101,194014,195507,196617,197900,199447,201160,203161,205018,206295,207552,209230,210905,210905,213120,214911,216129,217487,218912,220835,223063
South Dakota,US,44.5,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,9,9,9,10,11,11,11,14,14,21,28,30,41,46,58,68,90,101,108,129,166,188,213,241,290,323,397,452,542,634,740,880,1002,1185,1330,1432,1565,1660,1711,1782,1887,1987,2072,2181,2247,2281,2350,2411,2488,2565,2629,2673,2711,2765,2824,2952,3195,3448,3448,3574,3722,3792,3853,3950,4023,4051,4092,4151,4245,4319,4427,4541,4638,4661,4729,4787,4871,4945,5041,5075,5117,5151,5248,5334,5365,5457,5529,5563,5616,5698,5760,5838,5931,5997,6028,6067,6152,6212,6262,6330,6403,6432,6459,6526,6587,6644,6737,6793,6829,6878,6941,7009,7095,7146,7182,7225,7284,7364,7460,7526,7580,7626,7651,7700,7781,7824,7921,7995,8040,8078,8155,8214,8281,8339,8446,8538,8588,8637,8789,8834,8914,9019,9108,9174,9234,9324,9431,9531,9639,9769,9828,9879,9983,10066,10195,10291,10450,10537,10621,10746,10873,11069,11324,11467,11619,11755,12052,12401,12729,13161,13547,13737,13981,14239,14579,14842,15140,15364,15558,15663,15834,16101,16389,16714,16918,17084,17280,17582,17984,18380,18755,19011,19187,19512,19964,20435,20900,21489,21904,22104,22367,22766,23526,23919,24391,24830,25014,25297,25906,26441,27215,27947,28564,28925,29339,30215,31012,31805,32611,33269,33836,34457,35044,36017,37202,38141,39203,39741,40730,42000,43000,44559,45992,47324,47850,48854,49791,51151,52639,53976,55402,56311,57334,58696,60716,62327,64182,65381,66278,67284,68671,69742,71070,72214,73065,73848,74859,76142,76142,78280,79099,79900,80464,80912,82203,83348
Tennessee,US,35.860119,-86.660156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,3,9,18,26,32,39,52,74,100,154,233,371,505,615,773,906,1098,1203,1512,1720,1928,2389,2683,3194,3194,3321,3633,3802,4138,4362,4634,4862,5114,5308,5610,5823,6079,6262,6589,6762,7070,7238,7394,7842,8266,8726,9189,9667,9918,10052,10366,10735,11891,12661,13177,13571,13690,13938,14096,14441,14768,14985,15544,16111,16370,16699,16970,17288,17388,18011,18378,18532,18961,19394,19789,20145,20607,20965,21306,21679,22085,22566,23006,23554,24375,24822,25120,25520,26071,26381,26944,27575,27869,28340,29126,29541,30432,31160,31830,32143,32829,34017,34446,35102,35553,36303,37235,38034,39444,40172,40172,42297,43509,45315,46890,48712,50140,51431,52155,53514,55986,57591,59546,61006,61960,65274,66788,69061,71540,73819,76336,78115,79754,81944,84417,86987,89078,90796,93936,96489,99044,100822,102871,105959,108184,109627,110636,112441,114098,116350,118782,120585,122712,123914,124915,126393,128511,130458,131747,133708,134744,135778,137800,139175,140844,142083,143937,144604,145417,147353,149179,150815,152280,153115,154933,156329,157831,159546,160597,162362,164126,165109,165754,166587,168237,169859,170891,171824,174274,175231,177087,178140,180497,181439,183514,184409,185148,186709,187544,189454,190891,192995,193732,194611,196139,197432,198403,199595,201210,203699,205375,207455,209447,211003,212649,214717,217682,218829,220538,222827,223493,226139,228744,232061,233569,235861,237907,241513,244087,247587,249866,251774,254220,256880,259488,260672,261426,264587,266357,269802,271771,273144,278215,281851,287770,289749,293381,296725,300458,305120,310937,318888,320729,325201,328088,331532,335887,340476,344550,345854,347972,352376,356716,363466,366518,374493,380186,384285,388252
Texas,US,31,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,11,13,16,21,28,44,57,73,85,110,199,288,401,481,609,827,1054,1189,1641,2018,2412,2913,3031,3832,4254,5047,5924,6660,7381,8480,9373,10559,11993,12792,13866,14323,14992,15766,16814,17475,18656,19621,20291,20823,21636,22540,23522,24338,25419,26244,26787,27475,28944,30078,31592,32904,33794,34883,36157,37306,38589,39826,40785,42097,43110,44175,45904,47241,49365,50292,51349,52408,53448,54476,56435,57603,58515,59231,59785,60892,62342,64105,65510,67117,68758,69962,72029,73587,75470,77680,79323,80317,81906,83769,86358,88512,90855,93281,94731,97034,101717,105459,109037,113822,118342,121674,127112,132818,139373,145695,151661,158105,162718,169762,178502,187370,195697,204353,210396,216148,226075,236614,248020,260747,272058,281379,288265,298427,310685,324053,335037,345234,353785,363125,371673,382745,394008,404094,413283,421603,426317,433018,444819,454703,464925,476797,484052,489641,497180,509251,519491,527819,536179,543578,549924,556763,565271,572010,579731,588989,597580,600800,607644,615998,622341,627862,633983,637934,641486,646276,653478,659882,664608,669892,674947,678064,682079,687368,692198,696199,702075,706205,708641,709889,713980,719584,723943,728713,731473,734329,739090,744067,748778,753693,758328,761744,763952,767232,771661,776189,780759,785543,787848,789322,793520,799648,803343,806703,810926,813746,815983,819836,824293,828500,833105,837622,840969,843777,847682,853415,859100,864696,870522,874614,877321,881557,887202,893648,899874,906383,912538,915935,922665,929571,936641,943838,950662,957430,961626,969952,978398,988602,998196,1007538,1013877,1020563,1030959,1043317,1056078,1066601,1079204,1088139,1095650,1107680,1118554,1132143,1147276,1161219,1172107,1180696,1192337,1212127,1226819,1231253,1235838,1241934,1254007,1267486,1280720,1299915,1317457
Utah,US,39.41922,-111.950684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,5,9,10,28,39,51,63,80,112,136,181,257,298,346,402,480,602,719,806,887,1012,1074,1246,1428,1605,1675,1738,1846,1976,2102,2206,2303,2363,2412,2542,2683,2805,2931,3069,3213,3296,3445,3612,3782,3948,4123,4233,4343,4495,4672,4828,4981,5175,5317,5449,5595,5724,5919,6103,6251,6362,6432,6620,6749,6913,7068,7238,7384,7518,7710,7874,8057,8260,8392,8521,8620,8706,8921,9264,9533,9797,9999,10202,10497,10813,11252,11798,12066,12322,12559,12864,13252,13577,13981,14313,14608,14937,15344,15839,16425,17068,17462,17906,18300,18784,19374,20050,20628,21100,21664,22217,22716,23270,23866,24542,24952,25469,26033,26755,27356,28223,28855,29484,30030,30478,30891,31845,32572,33332,34117,34526,35012,35578,36099,36962,37623,37973,38409,38855,39194,39696,40196,40702,41175,41529,41907,42328,42915,43375,43751,44127,44390,44752,45090,45424,45976,46321,46652,46894,47157,47521,47982,48445,48814,49115,49364,49767,50174,50557,50948,51406,51854,52107,52403,52822,53326,53839,54272,54660,55033,55359,55673,56019,56675,57247,57875,58438,59000,59747,60658,61775,62852,63772,64394,65044,65921,67119,68530,69547,70615,71442,72136,73042,74050,75157,76225,77618,78723,79439,80446,81947,83290,84644,85844,86832,87819,88963,90461,91957,93297,94394,95562,96643,98006,99549,101509,103117,104882,106083,107228,108803,110640,112932,114656,116510,117706,119375,121485,124292,127279,130235,132621,134868,137385,139720,143639,147691,151141,153808,155779,158957,162028,165996,170584,173979,177176,179420,182121,183902,187731,190044,192087,193809,195706,198216,202220,206165
Vermont,US,44,-72.699997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,5,8,12,12,19,22,29,49,52,75,95,123,158,184,211,235,256,293,321,338,389,461,512,543,575,605,628,679,711,727,748,752,759,768,779,803,812,816,818,823,825,827,843,851,855,862,862,866,879,886,897,902,907,908,916,919,921,927,927,927,929,932,933,934,940,940,944,944,950,952,954,956,962,967,971,974,975,977,981,983,988,990,1026,1027,1046,1063,1075,1084,1095,1110,1119,1125,1127,1128,1131,1131,1135,1144,1147,1159,1163,1164,1184,1191,1198,1200,1202,1208,1208,1210,1227,1236,1238,1249,1251,1254,1256,1272,1277,1283,1296,1301,1305,1318,1325,1334,1338,1350,1360,1366,1366,1377,1385,1396,1400,1402,1405,1406,1407,1414,1421,1426,1427,1431,1436,1445,1448,1454,1459,1462,1472,1478,1484,1501,1509,1515,1527,1530,1533,1537,1541,1553,1557,1566,1572,1577,1586,1589,1605,1616,1624,1635,1637,1637,1642,1647,1648,1651,1654,1656,1660,1668,1677,1684,1696,1702,1702,1705,1706,1710,1715,1719,1721,1722,1724,1731,1739,1742,1745,1749,1752,1755,1768,1778,1785,1817,1821,1827,1838,1846,1857,1868,1876,1886,1889,1903,1915,1926,1937,1946,1956,1971,1987,2016,2043,2073,2083,2113,2120,2136,2155,2179,2196,2219,2237,2267,2303,2326,2347,2390,2415,2462,2535,2651,2743,2843,2889,3008,3104,3161,3310,3459,3546,3629,3714,3762,3827,3906,4005,4033,4100,4172,4360,4461,4642
Virginia,US,37.926868,-78.024902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,8,9,18,30,41,45,51,67,79,99,123,152,219,254,290,391,460,604,739,890,1020,1250,1484,1706,2012,2407,2637,2878,3333,3645,4042,4509,5077,5274,5747,6171,6500,6889,7491,8053,8537,8990,9630,10266,10998,11594,12366,12970,13535,14339,14961,15846,16901,17731,18671,19492,20256,20256,21570,22342,23196,24081,25070,25800,26746,27813,28672,29683,30388,31140,32145,32908,34137,34950,35749,36244,37727,39342,40249,41401,42533,43611,44607,45398,46239,46905,47856,48532,49397,50681,51251,51738,52177,52647,53211,53869,54506,54886,55331,55775,56238,56793,57443,57994,58465,58994,59514,59946,60570,61247,61736,62189,62787,63203,63735,64393,65109,65748,66102,66740,67375,67988,68931,69782,70670,71642,72443,73527,74431,75433,76373,77430,78375,79371,80393,81237,82364,83609,84567,86072,86994,87993,88904,89888,90801,91782,93106,94251,95049,95867,97882,99189,100086,100749,101745,102521,103622,104838,105750,106687,107421,108282,109019,109882,110860,112072,112966,113630,114635,115458,116579,117592,118809,119747,120594,121615,122542,123668,124779,125727,126926,127571,128407,129289,130525,131640,132940,133814,134571,135514,136359,137460,138702,139655,140511,141138,142010,142590,143492,144433,145408,146144,146593,147516,148271,148721,149687,150803,151870,152557,153182,153691,155535,156649,157905,158716,159570,160805,161610,162941,164124,165238,166138,166828,167754,168772,170104,171284,172372,173371,174275,175409,176754,178183,179639,181190,182392,183418,184679,185836,187202,188770,190873,192175,193477,194912,196506,198027,199262,200799,201960,204637,206762,208833,210787,213331,215679,217796,221038,223582,226300,228900,230444,233617,235942,237835,240063,242480,244503
Washington,US,47.751076,-120.740135,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,11,18,27,39,70,78,102,122,122,167,282,442,568,642,769,904,1012,1187,1376,1524,1793,1996,2221,2469,2588,3207,3700,4310,4896,5250,5482,5844,6585,6966,7591,7984,8326,8682,9342,9652,10195,10448,10530,10703,10795,10910,11034,11159,11611,11825,12085,12282,12494,12753,13176,13319,13521,13686,13842,14070,14327,15161,15512,15776,16136,16360,16694,16943,17196,17426,17610,17890,18064,18281,18660,18779,19211,19283,19510,19639,19822,20026,20176,20395,20595,20865,21209,21422,21821,22097,22214,22471,22840,23168,23484,23847,24258,24481,24733,25117,25310,25474,25759,26087,26324,26573,26901,27174,27514,28028,28526,28849,29097,29718,30225,30840,31432,31863,32408,32698,33391,33888,34595,35237,35641,36137,36708,37885,38364,38998,39686,40435,40790,41405,42741,43577,44350,45559,46506,47137,48131,49225,50003,50722,51530,52508,53237,53906,54948,55824,56547,57466,58240,58954,59154,60239,61161,61850,62709,63187,64097,64570,65453,65940,66497,67287,68018,68477,68999,69651,70145,70708,71353,71875,72386,72751,73357,73706,74268,74785,75443,75810,76080,76661,77008,77497,78116,78684,78996,79303,79509,80020,80480,80999,81490,81836,82030,82732,83095,83587,83956,84457,84685,84989,85720,86037,86923,87453,88004,88336,88629,89429,89856,90393,91037,91723,92088,92315,93194,93678,94288,95028,95639,95962,96177,97088,98027,98783,99530,100223,100728,101054,102005,102510,103335,104061,104867,105414,105886,107045,107638,108435,109294,110396,111090,111571,113242,114027,115452,116827,118487,119547,120740,123105,124611,125330,128245,130782,132001,133879,137238,139453,141132,143637,145951,147336,148973,154534,157024,160228,161326,164331,165787,167348,171793,174273,177088,179178
West Virginia,US,39,-80.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,7,11,12,16,20,52,76,96,113,124,145,162,191,217,237,282,324,345,412,483,523,574,591,611,633,694,718,739,775,825,890,902,929,963,981,1010,1025,1044,1063,1095,1109,1125,1151,1184,1195,1224,1242,1276,1297,1323,1347,1362,1369,1378,1404,1434,1447,1457,1490,1502,1514,1567,1603,1705,1729,1771,1782,1854,1899,1935,1972,1989,2010,2028,2056,2077,2102,2119,2136,2144,2161,2179,2193,2217,2249,2274,2290,2322,2341,2376,2418,2468,2500,2543,2571,2593,2629,2694,2730,2782,2832,2870,2905,2979,3053,3126,3205,3335,3442,3505,3707,3826,3983,4146,4244,4313,4407,4557,4657,4783,4922,5042,5142,5199,5461,5550,5695,5821,5960,6054,6173,6326,6422,6642,6735,6854,6973,7051,7159,7277,7433,7563,7694,7754,7875,8008,8151,8274,8457,8564,8632,8731,8801,8982,9066,9185,9272,9312,9395,9540,9633,9824,9967,10110,10250,10507,10642,10845,11037,11289,11412,11575,11661,11808,12017,12174,12521,12699,12820,12976,13196,13430,13683,13874,14054,14171,14384,14504,14706,14953,15158,15348,15512,15692,15848,16024,16307,16468,16628,16742,16936,17139,17325,17707,17913,18128,18281,18555,18818,19082,19580,19801,20081,20293,20519,20734,21057,21392,21712,21906,22223,22706,23064,23466,23990,24460,24883,25235,25593,25987,26547,27087,27742,28404,28805,29316,30201,30897,31639,32792,33659,34460,35324,36277,37399,38480,39598,40478,41114,42083,43050,44180,45046,45845,46997,47842,48818,49905,51025
Wisconsin,US,44.5,-89.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,19,27,33,48,73,111,159,210,281,381,416,457,630,707,842,989,1154,1285,1351,1550,1730,1916,2112,2267,2440,2578,2756,2885,3068,3213,3341,3428,3555,3721,3875,4045,4199,4346,4499,4620,4845,5052,5356,5687,5911,6081,6289,6520,6854,7314,7660,7964,8236,8566,8901,9215,9590,9939,10219,10418,10611,10902,11275,11685,12187,12543,12687,12885,13413,13885,14396,14877,15277,15584,15863,16462,16974,17707,18230,18403,18543,18917,19400,19892,20249,20571,20835,21038,21308,21593,21926,22246,22518,22758,22932,23198,23454,23876,24154,24539,24819,25068,25331,25763,26227,26747,27286,27743,28058,28659,29199,29738,30317,31055,31577,32061,32556,33154,33908,34753,35679,36448,36942,37906,38727,39627,40507,41485,42315,43018,44135,44847,45899,46917,47870,48827,49417,50179,51049,52108,52940,54002,54924,55328,56056,56940,57779,58768,59933,60554,61061,61785,62263,63206,64227,65056,65741,66196,66830,67493,68233,69059,70009,70462,70854,71492,72260,73138,73981,74800,75337,75603,76584,77129,77856,79354,80300,81193,81760,82477,83334,84881,86250,87603,89185,89956,91304,92712,94746,97279,99562,101227,102498,104170,105932,108324,110828,113645,115862,117588,119955,122274,125161,127906,130798,132663,134359,136379,138698,141830,144818,147560,150236,152192,155471,158578,162325,166186,168100,170114,173891,178482,182687,186100,190478,194540,198166,201049,206311,210126,214996,220092,225370,228863,232296,238067,244002,249924,256065,263130,267410,271770,278843,285891,293388,301165,306311,312369,316758,323848,331837,338472,344945,351169,354676,357771,363973,369442,374537,375837,380870,384701,387235,391313,395090,399708
