Province_State,Country_Region,Lat,Long_,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,5/21/20,5/22/20,5/23/20,5/24/20,5/25/20,5/26/20,5/27/20,5/28/20,5/29/20,5/30/20,5/31/20,6/1/20,6/2/20,6/3/20,6/4/20,6/5/20,6/6/20,6/7/20,6/8/20,6/9/20,6/10/20,6/11/20,6/12/20,6/13/20,6/14/20,6/15/20,6/16/20,6/17/20,6/18/20,6/19/20,6/20/20,6/21/20,6/22/20,6/23/20,6/24/20,6/25/20,6/26/20,6/27/20,6/28/20,6/29/20,6/30/20,7/1/20,7/2/20,7/3/20,7/4/20,7/5/20,7/6/20,7/7/20,7/8/20,7/9/20,7/10/20,7/11/20,7/12/20,7/13/20,7/14/20,7/15/20,7/16/20,7/17/20,7/18/20,7/19/20,7/20/20,7/21/20,7/22/20,7/23/20,7/24/20,7/25/20,7/26/20,7/27/20,7/28/20,7/29/20,7/30/20,7/31/20,8/1/20,8/2/20,8/3/20,8/4/20,8/5/20,8/6/20,8/7/20,8/8/20,8/9/20,8/10/20,8/11/20,8/12/20,8/13/20,8/14/20,8/15/20,8/16/20,8/17/20,8/18/20,8/19/20,8/20/20,8/21/20,8/22/20,8/23/20,8/24/20,8/25/20,8/26/20,8/27/20,8/28/20,8/29/20,8/30/20,8/31/20,9/1/20,9/2/20,9/3/20,9/4/20,9/5/20,9/6/20,9/7/20,9/8/20,9/9/20,9/10/20,9/11/20,9/12/20,9/13/20,9/14/20,9/15/20,9/16/20,9/17/20,9/18/20,9/19/20,9/20/20,9/21/20,9/22/20,9/23/20,9/24/20,9/25/20,9/26/20,9/27/20,9/28/20,9/29/20,9/30/20,10/1/20,10/2/20,10/3/20,10/4/20,10/5/20,10/6/20,10/7/20,10/8/20,10/9/20,10/10/20,10/11/20,10/12/20,10/13/20,10/14/20,10/15/20,10/16/20,10/17/20,10/18/20,10/19/20,10/20/20,10/21/20,10/22/20,10/23/20,10/24/20,10/25/20,10/26/20,10/27/20,10/28/20,10/29/20,10/30/20,10/31/20,11/1/20,11/2/20,11/3/20,11/4/20,11/5/20,11/6/20,11/7/20,11/8/20,11/9/20,11/10/20,11/11/20,11/12/20,11/13/20,11/14/20,11/15/20,11/16/20,11/17/20,11/18/20,11/19/20,11/20/20,11/21/20,11/22/20,11/23/20,11/24/20,11/25/20,11/26/20,11/27/20,11/28/20,11/29/20,11/30/20,12/1/20,12/2/20,12/3/20
Oregon,US,44,-120.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,860,860,860,860,860,860,860,1125,1125,1125,1125,1125,1125,1125,1406,1406,1406,1406,1406,1406,1406,1406,1406,1894,1894,1894,1894,1894,1894,1894,1894,1894,1894,1894,1894,1894,1894,1894,1894,2237,2237,2332,2350,2350,2370,2396,2396,2431,2457,2457,2502,2502,2533,2533,2588,2604,2631,2649,2649,2649,2649,2700,2722,2744,2759,2759,2759,2759,2846,2877,2952,2977,3009,3009,3009,3094,3129,3161,3199,3225,3225,3225,3338,3381,3381,3509,3541,3541,3541,3684,3684,3736,3791,3835,3872,3872,3960,3999,3999,4037,4111,4111,4111,4226,4226,4245,4282,4355,4355,4355,4419,4468,4535,4566,4589,4589,4589,4634,4634,4747,4789,4859,4884,4884,4938,5083,5144,5174,5198,5198,5198,5198,5252,5277,5291,5310,5310,5310,5339,5353,5365,5376,5391,5391,5391,5431,5463,5475,5484,5490,5490,5490,5538,5538,5720,5738,5752,5752,5752,5826,5870,5901,5901,5901,5901,5901,5901,5901,5901,5901,5901,5901,5901,5901,5901,5901,5901,5901,5901,5901,5901,5901,5901,5901,5901,5901,5901,5901,5901,5901,5901,5901,5901,5901,5901,5901,5901,5901,5901,5901,5901,5901,5901,5901,5901,5901,5901,5901,5901,5901,5901,5901,5901,5901,5901,5901,5901,5901,5901
Pennsylvania,US,41.203323,-77.194527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,38,38,67,76,76,76,134,134,170,650,650,650,650,650,650,650,650,650,650,650,650,650,650,650,692,692,765,765,765,837,837,916,983,983,1044,1080,1080,1080,1100,1100,6364,6506,6506,6511,6549,6720,6749,6763,6856,7269,37767,39520,40628,41602,41602,41602,44827,45978,47134,48190,48429,48839,49915,51020,52070,52560,53670,54056,54572,54888,55252,55677,56072,56472,56822,57250,57603,57995,58365,58599,58994,59459,64502,66531,66557,66590,66619,66686,67070,67552,68048,68697,69217,69712,70086,70437,70437,70953,71507,72284,72910,73354,73721,74436,74436,74818,75603,76183,76780,76780,77073,77547,78268,79178,79968,80568,81198,82038,82663,83308,84036,85831,86328,86757,86757,87942,88555,90304,90930,90930,91978,92616,94481,95254,95901,96564,98323,98626,99207,99657,101552,102106,102743,103238,104873,105328,105734,106236,106912,108923,109473,109900,109900,111201,110784,112882,112286,114239,114687,113690,115857,116339,117165,117920,117920,118951,119895,120531,121296,121920,122872,122872,123665,122833,123560,125785,125797,127290,127290,128597,128597,130352,131300,132252,132252,134098,134649,135499,135499,136021,137139,138550,138550,140376,140376,140737,142016,143268,144754,144754,146652,146652,147174,148804,148804,150245,150245,152642,152803,154518,156214,156214,158100,158100,161116,161153,163249,165424,165723,168708,168708,171036,171833,172791,176687,178070,178070,178070,183336,184593,186022,190725,192260,193640,193640,198072,202274,203253,203253,209604,214516,214516,216878,220284,225316,228233
Rhode Island,US,41.700001,-71.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,4,4,5,5,7,12,13,15,18,23,30,37,43,50,54,63,70,74,82,90,107,118,131,144,162,182,207,227,245,271,300,332,364,392,418,435,450,471,495,533,571,610,648,674,705,737,781,825,854,875,898,914,932,957,984,1025,1040,1049,1065,1098,1121,1136,1164,1175,1189,1203,1224,1242,1271,1297,1316,1327,1341,1350,1368,1394,1407,1414,1421,1434,1453,1465,1480,1496,1501,1509,1528,1537,1557,1572,1584,1596,1601,1618,1631,1641,1655,1665,1668,1672,1677,1682,1692,1697,1703,1707,1709,1715,1722,1724,1727,1730,1733,1736,1746,1750,1757,1766,1769,1778,1781,1788,1799,1807,1813,1825,1832,1841,1848,1853,1863,1865,1874,1876,1888,1898,1903,1912,1921,1930,1936,1944,1953,1966,1977,1989,2000,2011,2016,2022,2030,2039,2045,2050,2062,2068,2078,2082,2090,2103,2107,2115,2119,2135,2144,2154,2162,2166,2175,2183,2186,2198,2203,2211,2222,2227,2230,2233,2235,2242,2257,2264,2267,2273,2276,2279,2286,2295,2305,2314,2319,2326,2344,2350,2363,2376,2385,2394,2404,2408,2422,2435,2447,2457,2466,2481,2494,2501,2517,2535,2546,2557,2579,2596,2604,2624,2646,2657,2672,2687,2702,2728,2750,2771,2784,2799,2826,2851,2878,2913,2944,2969,2995,3028,3065,3088,3119,3150,3176,3197,3235,3279,3317,3358,3402,3436,3436,3469,3510,3510,3619,3619,3619,3737,3777,3839,3892
South Carolina,US,33.836082,-81.163727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2738,2738,2738,2738,2738,2738,3701,3701,3701,3701,3701,3701,3701,4881,4881,4881,4881,4881,4881,4881,4881,4881,4881,4881,4881,4881,4881,5076,6043,6043,6043,6043,6043,6043,6043,6043,6043,6043,6043,6043,6043,6043,6043,6043,6043,6976,6976,6976,7347,7347,7347,7347,7928,7928,7928,8682,8682,8682,8682,9734,9734,9734,9734,10790,10790,10790,12317,12317,12317,13456,13456,13456,13456,15471,15471,15471,16986,16994,16994,16994,19181,19181,19181,20956,20956,20956,20956,23849,23849,23849,24905,24905,24905,24905,27062,27062,27062,29378,29378,29378,29378,32859,32860,32860,32860,32860,32860,32860,32860,32860,32860,37798,37798,37798,37798,40837,40837,40837,42730,42730,42730,42730,45205,45205,45205,46119,46119,46119,46119,51431,51431,51431,51431,51431,51431,51431,51431,51431,51431,51431,51431,51431,51431,51431,51431,51431,56603,58774,60842,61358,62360,63253,63972,64724,65349,65757,66067,66722,67491,68079,68854,69629,70028,70430,71035,71691,72363,72952,72952,73974,74273,74949,75769,76477,77102,77701,78115,78431,79111,79782,80460,81106,81704,82119,82638,83362,84052,84762,85420,86032,86524,86928,87893,88762,89472,90215,90995,91466,91934,92764,93534,94333,95045,95755,96422,96909,97765,97765,99368,100075,100742,101389,102038,103154,103997,104997,105856,106829,107683,108469,109724,111013,111013,112233,112978,113704,114457,115152,116292,117338
South Dakota,US,44.5,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,13,13,21,26,29,34,34,51,57,68,76,84,91,98,146,161,177,189,196,207,261,329,373,457,552,552,709,824,937,1064,1190,1190,1190,1316,1392,1492,1573,1686,1759,1799,1830,1895,1977,2028,2069,2125,2125,2187,2309,2367,2437,2574,2673,2673,2784,2784,3023,3145,3267,3336,3371,3415,3528,3619,3698,3744,3805,3837,3837,3990,4084,4084,4179,4179,4335,4335,4483,4573,4573,4573,4828,4899,4899,5069,5069,5069,5276,5335,5335,5437,5497,5554,5592,5652,5717,5752,5818,5872,5933,5982,6049,6062,6063,6063,6190,6280,6331,6408,6470,6522,6543,6599,6663,6737,6808,6891,6952,6996,7081,7159,7214,7261,7307,7364,7404,7474,7609,7690,7761,7820,7909,7939,8008,8080,8145,8244,8307,8334,8371,8507,8606,8691,8773,8884,8939,9013,9126,9189,9265,9349,9435,9564,9694,9814,9896,10032,10170,10347,10511,10612,10832,10959,11155,11394,11659,11918,12235,12551,12964,13201,13425,13739,13993,14118,14424,14657,14878,15068,15298,15651,15777,16170,16324,16596,16831,17173,17533,17692,18090,18508,19068,19298,19626,19902,20076,20449,21137,21496,21750,22128,22413,22575,23007,23320,23576,24186,24528,24934,25125,25686,26023,26397,26984,27557,28083,28305,29167,29683,30135,30624,31194,33749,34087,35041,35423,37059,37703,38403,39118,39508,40199,40668,41427,43132,44814,45377,47495,48016,48757,51153,51922,54570,55349,55679,57381,59981,59981,61010,61051,62027,62334,65876,66351,66841
Tennessee,US,35.860119,-86.660156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,52,121,137,220,248,416,295,356,466,627,921,921,1386,1504,1671,1969,2196,2196,3017,3234,3234,3234,3828,4012,4193,4370,4467,4527,4720,4921,5140,5338,5546,5718,5814,6081,6356,6587,6783,7011,7369,7369,8038,8336,8630,8881,9289,9529,9652,9886,10969,11783,11783,12566,12745,12745,13073,13334,13916,13916,13916,15193,15193,15193,15916,15916,16643,16925,17124,17222,17222,18013,18516,18516,19425,19731,19896,19896,20710,20710,21949,21949,22838,23067,23567,24068,24693,25280,25753,26159,26159,26962,27599,28283,28938,29591,30043,30254,31020,31827,32736,33609,34740,35435,35855,36996,38272,39857,41250,42734,43706,44319,45974,47852,49748,51661,52983,53808,54730,57239,57239,62129,64234,66357,67651,68471,70878,73259,75550,77558,79357,80340,80997,83170,85313,87290,89151,91323,92100,92655,94812,96896,99085,100967,102686,103426,104054,106041,108035,109765,111416,113313,114099,114769,116864,118885,120675,141568,143156,144383,145359,146213,148165,149698,151202,152674,154947,155865,156808,158660,160202,161707,163181,164982,165844,166674,167778,169649,171153,172618,174044,175143,176030,177945,179332,180781,182166,183533,184404,185221,187026,188576,189990,191651,192958,193849,194836,196940,198465,200164,201831,203586,204726,205832,208182,210243,212555,214634,216744,218067,219230,222348,224822,227271,229669,231887,233175,234460,237736,240587,243492,246392,249162,250818,252515,256143,259438,262527,265459,268368,270091,271864,276497,279931,283785,287908,291819,294231,296592,303234,308566,312885,318523,323376,325993,328710,336131,342115,347412
Texas,US,31,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,11,11,11,11,11,11,11,69,107,107,107,107,250,549,675,758,758,770,1226,1585,1617,2014,2014,2580,3150,3677,4190,4806,4806,4806,4806,5400,6200,8025,9986,9986,11170,11170,11786,12507,12507,14891,15544,16621,16665,17687,18707,19604,23589,23589,23592,23683,24251,24515,26210,26870,27570,28008,28463,30376,31785,32277,32467,32493,35349,36405,37940,38908,40137,41651,42423,43338,44517,45859,46857,47865,48895,49758,50439,51140,52472,52473,55300,56535,58341,59104,60644,62368,63815,65331,67096,68499,69174,70714,72898,74496,76282,78248,79991,81335,84818,88236,90720,93572,97430,100844,104053,108485,113285,118326,122996,127880,132638,136419,142398,149276,155939,162191,169581,172936,177871,186736,195315,203826,212216,221510,229107,229107,244822,251982,260542,273191,282604,282604,297422,306262,315652,323804,331668,338343,344845,349833,358312,367354,375760,383717,393266,399572,405817,415903,427285,438363,445671,451793,459103,466325,474235,485342,495569,500715,512062,516083,521220,530630,536146,544224,554810,563116,565607,568590,571961,578571,583718,586625,589922,593890,600046,606967,612052,615998,620262,623788,626552,628986,647430,651548,657366,661096,663408,670508,675753,679522,683669,687147,690879,695684,698587,701953,706210,709927,712785,716009,718115,719614,722051,725384,729308,733318,736929,739722,741512,745944,749605,756122,760263,764138,768621,770262,775163,779757,783979,789067,794208,798795,801945,805996,810876,815653,820677,825532,829458,833034,839836,846531,854355,866181,877168,888631,892466,899579,906321,914259,921474,929942,935687,939390,947323,956998,966881,972380,976808,980622,988357,1001641,1013754,1031415,1042205
Utah,US,39.41922,-111.950684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,26,26,26,26,26,26,26,218,218,218,218,218,443,679,679,888,888,888,888,888,888,888,888,888,1939,1939,2185,2185,2185,2185,2185,2185,2185,2185,2185,3181,3267,3267,3566,3718,3718,3718,4183,4183,4183,4596,4596,4898,5081,5218,5346,5346,5346,5346,5346,6137,6251,6319,6501,6628,6788,6788,7108,7255,7391,7587,7587,7935,8114,8252,8380,8470,8552,8786,8786,9390,9659,9863,10057,10334,10642,11097,11658,11931,12205,12398,12707,13076,13076,13807,14147,14448,14764,15178,15661,16261,16897,17303,17728,18111,18593,19214,19862,20421,20915,21504,22032,22532,23093,23715,24390,24798,25321,25905,26643,27261,28130,28747,29389,29967,30449,30911,31619,32371,33115,33914,34319,34764,35311,35817,36679,37346,37701,38132,38555,38883,39364,39867,40352,40831,41164,41529,41529,42512,42959,43342,43724,43990,44338,44658,44995,45547,45896,46233,46468,46722,47084,47545,48021,48396,48690,48934,49327,49728,50108,50492,50957,51410,51660,51945,52357,52860,53360,53806,54201,54530,54844,55141,55510,56167,56751,57392,57965,58534,59289,60220,61326,62401,63307,63961,64583,65472,66683,68092,69110,70166,71035,71693,72606,73586,74688,75776,77145,78212,78946,79918,81403,82752,84101,85299,86269,87211,88347,89837,91340,92656,93763,94929,95975,97269,98897,100892,102514,104317,105481,106601,108182,110007,112356,114058,115904,117104,118773,120890,120890,126690,129652,132081,134296,136709,138995,142939
Vermont,US,44,-72.699997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,706,718,737,744,777,785,787,789,792,796,804,810,815,820,824,827,834,837,839,843,848,849,855,859,865,873,880,880,880,881,882,888,890,890,890,903,903,907,907,909,912,914,915,917,917,920,922,926,926,930,938,941,946,946,949,953,961,961,967,999,1007,1022,1039,1049,1054,1066,1066,1089,1096,1099,1104,1111,1121,1125,1137,1139,1148,1152,1156,1177,1182,1186,1190,1194,1199,1207,1211,1231,1238,1240,1249,1254,1258,1260,1272,1279,1282,1295,1302,1310,1321,1332,1337,1343,1347,1354,1356,1358,1366,1371,1380,1386,1388,1396,1400,1413,1421,1425,1432,1433,1436,1441,1451,1456,1465,1465,1468,1480,1493,1496,1505,1509,1524,1530,1533,1536,1541,1548,1557,1557,1565,1566,1576,1580,1584,1590,1601,1606,1609,1611,1616,1622,1625,1632,1635,1638,1646,1651,1659,1664,1673,1678,1685,1687,1687,1689,1696,1701,1708,1718,1723,1728,1733,1741,1766,1768,1778,1789,1800,1816,1826,1833,1870,1888,1904,1913,1923,1931,1936,1947,1958,1977,2000,2023,2050,2107,2135,2157,2205,2246,2279,2300,2339,2374,2374,2439,2474,2494,2523,2564,2655,2726
Virginia,US,37.926868,-78.024902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,467,721,721,951,1110,1110,1267,1324,1324,1324,1567,1672,1672,1815,1815,1815,2042,2104,2196,2312,2497,2497,2497,2734,2734,2997,3124,3124,3124,3124,3554,3678,3678,3678,3993,4107,4271,4271,4271,4963,5047,5102,5145,5227,5367,5472,5648,5745,5868,5899,6011,6165,6284,6392,6392,6538,6557,6677,6826,6895,6895,7131,7178,7230,7341,7341,7493,7563,7607,7646,7663,7725,7765,7818,7868,7968,8005,8023,8080,8131,8496,8711,8741,8784,8809,8913,9011,9065,9189,9271,9310,9330,9423,9527,9644,9883,9976,10017,10107,10235,10331,10479,10576,10800,10882,10940,11550,11650,11728,11937,12007,12108,12255,12385,12522,12635,12725,12843,12923,12961,13152,13247,13389,13477,13694,13694,13827,13910,13989,14091,14249,14249,14443,14482,14581,14682,14764,14866,14957,14999,15085,15199,15319,15395,15492,15636,15683,15742,15770,15967,16061,16143,16276,16310,16361,16449,16536,16671,16762,16848,16880,16903,16979,17038,17099,17185,17255,17433,17483,17576,17633,17713,17752,17810,17848,17893,18112,18189,18278,18336,18447,18492,18539,18657,18747,18831,18911,18996,19034,19096,19170,19226,19321,19406,19455,19520,19583,19702,19786,19832,19929,20008,20044,20124,20306,20372,21289,21366,21441,21494,21618,21716,21716,22002,22095,22192,22252,22362,22466,22594,22858,22946,23053,23133,23253,23498,23625,23749,23858,23957,24062,24199,24393,24620,24782
Washington,US,47.751076,-120.740135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,35,43,57,89,89,89,124,124,124,124,124,124,124,124,124,420,490,490,563,563,563,563,624,839,839,914,1074,1074,1074,1325,1325,1424,1478,1715,1715,1715,1778,1782,1782,1782,1782,1807,1807,1807,1807,1851,1851,1851,1851,1851,1851,2432,2545,2632,2686,2747,3626,3646,3718,4002,4266,4412,4529,4770,4873,5008,5160,5183,5287,5353,5399,5414,5599,5954,5984,6021,6137,6142,6194,6502,6905,7113,7332,7385,7586,7709,7874,7966,8070,8271,8333,8571,8629,8763,8783,8912,9056,9164,9277,9303,9676,9681,9812,10287,10321,10335,10658,10722,10836,10933,11083,11097,11427,11602,12198,12446,12471,12668,12873,12884,13222,13664,13868,14076,14368,14860,14924,15502,16518,16637,16819,16928,17161,17181,17285,17538,17892,18067,18467,18736,19111,19295,20005,20197,20371,20588,21023,21258,21613,22012,22254,22495,22810,23404,23530,23638,24457,24949,25226,25572,25938,26184,26386,27015,27327,27646,27988,28289,28425,28498,31778,32031,32243,32500,32913,33132,33294,33379,36981,37176,37474,37760,37915,37992,38827,38960,39233,39444,39639,39707,39811,40092,40245,41489,41729,41882,41995,42018,42477,42647,42783,43003,43288,43388,43444,44238,44417,44597,44788,45034,45103,45171,45499,46054,46264,46475,46722,46851,46895,47387,47996,48617,48822,49058,49105,49294,49796,50027,50693,50933,51220,51304,51327,52063,52348,52628,53098,53984,54188,54358,55088,55507,55560,56171,56752,56846,57104,58361,58923,59421,60108,60514,60855,60973,63072,63703,64311,64552,65053,65309,65373,67070,67593,68347,68764
West Virginia,US,39,-80.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,57,83,85,147,147,147,147,225,225,225,225,225,225,225,225,225,225,481,481,481,481,481,481,572,572,716,716,738,738,738,803,813,813,813,889,889,919,919,950,977,977,977,1110,1110,1110,1180,1207,1232,1274,1299,1303,1332,1373,1398,1424,1445,1449,1451,1472,1482,1507,1548,1568,1571,1578,1607,1636,1654,1665,1669,1672,1676,1726,1813,1855,1902,2002,2056,2109,2196,2272,2322,2380,2396,2418,2434,2518,2600,2648,2718,2756,2798,2819,2883,2982,2999,3128,3128,3336,3373,3466,3546,3765,3913,4013,4115,4168,4332,4481,4589,4703,4815,4858,4897,4918,5062,5218,5330,5510,5609,5678,5699,5863,5960,6045,6144,6298,6429,6531,6737,6909,7010,7140,7307,7358,7385,7486,7601,7773,7859,7935,7983,8017,8163,8266,8342,8450,8516,8556,8581,8626,8748,8904,9062,9225,9290,9361,9536,9670,9804,10011,10155,10227,10317,10524,10721,10831,10968,11121,11160,11188,11333,11507,11602,11799,11938,11982,12051,12242,12443,12699,12896,13086,13167,13318,13481,13815,14066,14269,14563,14742,14799,14988,15215,16166,16368,16578,16654,16768,17846,18071,18276,18552,18827,19011,19220,19617,19852,20175,20465,20786,21032,21301,21499,21877,22155,22543,23077,23077,23498,24019,24493,25133,25664,26165,26476,26769,27461,28072,28718,29008,29369,29898,30320,31139,32002,32808
Wisconsin,US,44.5,-89.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,65,65,65,65,65,65,87,87,87,87,87,194,194,194,194,194,2313,2313,2313,2313,2313,3210,3210,3210,3210,3723,3973,4131,4348,4348,4348,4348,5014,5014,5014,5673,5673,6193,6193,6773,6773,6773,7728,7728,8349,8349,8349,8349,9405,9846,10384,10384,11338,11646,11646,12172,12172,12980,13337,13770,14047,14242,14583,14999,14999,15783,16231,16558,16837,17122,17122,17613,17613,18951,19310,19543,19852,20121,20557,21174,21606,21953,22217,22587,23089,23527,24043,24491,24899,25242,25758,26305,26792,27329,27909,28318,28670,29275,29923,30555,31258,32004,32628,33130,33902,34682,35502,36333,37287,37971,38633,38633,40419,41319,42317,43284,43964,44495,45368,46323,47221,48244,49283,50028,50662,50662,52350,53239,54181,55172,55982,56602,57382,58244,59076,60055,60933,61720,62310,62995,63730,64480,65265,66075,66699,67234,67902,68641,69299,70229,71153,71906,72478,73122,73964,74834,75878,76909,77750,78527,79557,80627,81902,83184,83184,85824,86822,88131,89393,90726,92366,94094,95513,96727,98385,99925,101669,103530,105373,107004,108371,110110,111765,113596,115826,117865,119747,121204,123196,125411,127576,130231,130231,130231,136910,139455,142485,145509,149534,152928,155814,158158,161260,164726,168117,171252,175096,179230,181845,185241,189331,193369,198090,202879,206944,210318,214469,219304,223937,229469,235170,240075,243841,248700,254365,259953,266280,272180,276574,280358,284903,290969,296577,301541,306770,311438,315086,319426,325587,331425
